sex,agegrp,activity,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47
male,0,060000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.003,0.005,0.018,0.081,0.127,0.163,0.201,0.207,0.206,0.203,0.206,0.207,0.186,0.164,0.172,0.193,0.191,0.181,0.136,0.111,0.087,0.068,0.06,0.036,0.036,0.036,0.041,0.041,0.051,0.041,0.043,0.037,0.026,0.018,0.009,0.011,0.003
male,0,150000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.004,0.004,0.003,0.007,0.01,0.008,0.01,0.007,0.003,0.003,0.005,0.009,0.004,0.012,0.008,0.01,0.009,0.011,0.005,0.009,0.018,0.024,0.021,0.019,0.011,0.004,0.003,0.001,0.0,0.0,0.0,0.0
male,0,040000,0.004,0.0,0.001,0.0,0.002,0.003,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.009,0.0,0.0,0.001,0.0,0.004,0.001,0.009,0.013,0.015,0.012,0.01,0.009,0.005,0.014,0.007,0.028,0.023,0.023,0.021,0.011,0.008,0.004,0.002,0.002,0.005,0.009,0.004,0.004,0.017,0.004,0.002,0.004,0.002,0.003
male,0,020000,0.003,0.002,0.002,0.002,0.003,0.0,0.001,0.0,0.003,0.01,0.006,0.018,0.018,0.026,0.026,0.018,0.029,0.022,0.052,0.031,0.043,0.049,0.052,0.062,0.055,0.051,0.038,0.028,0.048,0.046,0.058,0.047,0.044,0.063,0.075,0.054,0.053,0.057,0.039,0.04,0.036,0.033,0.034,0.032,0.026,0.006,0.014,0.004
male,0,130000,0.005,0.003,0.003,0.003,0.004,0.0,0.0,0.0,0.003,0.002,0.0,0.004,0.011,0.011,0.008,0.01,0.017,0.013,0.025,0.024,0.035,0.025,0.032,0.037,0.041,0.045,0.048,0.036,0.043,0.072,0.077,0.085,0.088,0.073,0.067,0.063,0.07,0.088,0.082,0.076,0.069,0.049,0.037,0.02,0.015,0.007,0.006,0.008
male,0,140000,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.003,0.001,0.01,0.002,0.005,0.006,0.011,0.013,0.013,0.012,0.009,0.005,0.004,0.004,0.001,0.002,0.002,0.002,0.003,0.003,0.011,0.005,0.006,0.008,0.008,0.005,0.002,0.0,0.006,0.002,0.005,0.002,0.002,0.002
male,0,160000,0.007,0.012,0.009,0.005,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.003,0.005,0.005,0.005,0.007,0.002,0.0,0.004,0.004,0.004,0.002,0.002,0.0,0.0,0.003,0.008,0.009,0.01,0.006,0.012,0.014,0.015,0.01,0.013,0.012,0.005,0.012,0.012,0.014,0.015,0.012,0.011,0.008
male,0,120000,0.156,0.129,0.08,0.073,0.048,0.048,0.028,0.023,0.017,0.017,0.019,0.022,0.035,0.044,0.085,0.092,0.065,0.062,0.105,0.139,0.188,0.226,0.225,0.247,0.293,0.287,0.296,0.303,0.325,0.324,0.324,0.341,0.369,0.403,0.392,0.398,0.405,0.387,0.466,0.483,0.505,0.549,0.508,0.517,0.441,0.382,0.304,0.23
male,0,080000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.008,0.009,0.006,0.002,0.001,0.001,0.006,0.002,0.006,0.0,0.0,0.002,0.014,0.013,0.015,0.018,0.006,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
male,0,010101,0.793,0.825,0.884,0.907,0.931,0.934,0.953,0.949,0.927,0.921,0.895,0.867,0.769,0.733,0.608,0.551,0.487,0.453,0.328,0.315,0.193,0.171,0.113,0.112,0.054,0.053,0.051,0.051,0.044,0.044,0.037,0.04,0.044,0.046,0.049,0.054,0.055,0.062,0.063,0.073,0.099,0.117,0.186,0.256,0.367,0.48,0.575,0.676
male,0,070000,0.003,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.002,0.002,0.003,0.003,0.013,0.015,0.011,0.014,0.026,0.025,0.022,0.035,0.028,0.03,0.02,0.016,0.014,0.015,0.016,0.019,0.027,0.023,0.033,0.022,0.038,0.006,0.006,0.022,0.013,0.008,0.007,0.002,0.001,0.003,0.003
male,0,050000,0.011,0.011,0.014,0.012,0.009,0.008,0.009,0.012,0.033,0.036,0.043,0.043,0.057,0.064,0.085,0.12,0.144,0.16,0.162,0.16,0.181,0.2,0.196,0.183,0.187,0.193,0.205,0.206,0.199,0.21,0.204,0.194,0.183,0.197,0.157,0.136,0.134,0.131,0.117,0.114,0.091,0.099,0.087,0.065,0.056,0.037,0.027,0.022
male,0,030000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.01,0.003,0.003,0.015,0.0,0.0,0.003,0.009,0.004,0.005,0.002,0.01,0.006,0.007,0.011,0.014,0.014,0.018,0.017,0.021,0.035,0.027,0.016,0.023,0.015,0.011,0.006,0.005,0.008,0.006,0.013,0.006,0.0,0.0,0.002
male,0,500106,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.003,0.008,0.002,0.0,0.001,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.007,0.006,0.006,0.006,0.008,0.002,0.008,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.003,0.0,0.0,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001
male,0,010000,0.042,0.01,0.009,0.01,0.003,0.006,0.003,0.01,0.012,0.003,0.024,0.039,0.085,0.078,0.101,0.068,0.041,0.034,0.076,0.044,0.096,0.052,0.051,0.044,0.047,0.054,0.037,0.042,0.02,0.004,0.015,0.032,0.046,0.03,0.054,0.032,0.03,0.042,0.035,0.031,0.054,0.034,0.054,0.06,0.098,0.055,0.053,0.044
male,0,110000,0.013,0.001,0.0,0.0,0.002,0.002,0.007,0.004,0.007,0.013,0.015,0.01,0.022,0.042,0.066,0.063,0.047,0.036,0.077,0.058,0.064,0.047,0.067,0.078,0.142,0.118,0.077,0.049,0.064,0.051,0.069,0.048,0.078,0.049,0.123,0.112,0.114,0.102,0.13,0.1,0.083,0.045,0.06,0.038,0.043,0.032,0.012,0.003
male,0,other,0.0,0.001,0.001,0.001,0.003,0.0,0.001,0.001,0.004,0.004,0.004,0.004,0.007,0.005,0.004,0.006,0.005,0.006,0.011,0.009,0.014,0.018,0.018,0.016,0.006,0.008,0.008,0.011,0.012,0.013,0.013,0.022,0.02,0.01,0.019,0.016,0.022,0.016,0.008,0.005,0.0,0.009,0.005,0.005,0.011,0.017,0.013,0.003
male,0,180000,0.032,0.021,0.013,0.023,0.008,0.007,0.016,0.006,0.007,0.013,0.013,0.028,0.078,0.125,0.11,0.119,0.123,0.066,0.08,0.063,0.096,0.079,0.088,0.079,0.17,0.1,0.145,0.124,0.126,0.17,0.206,0.146,0.179,0.183,0.234,0.176,0.164,0.13,0.125,0.087,0.14,0.085,0.109,0.083,0.08,0.064,0.038,0.034
male,1,060000,0.005,0.004,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.005,0.004,0.01,0.02,0.023,0.026,0.026,0.027,0.027,0.014,0.024,0.016,0.016,0.023,0.013,0.021,0.022,0.02,0.024,0.019,0.025,0.024,0.028,0.022,0.017,0.021,0.022,0.01,0.004,0.012,0.012,0.005,0.005
male,1,150000,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.001,0.001,0.008,0.009,0.004,0.004,0.006,0.004,0.008,0.006,0.003,0.002,0.003,0.003,0.002,0.003,0.004,0.007,0.006,0.01,0.01,0.006,0.005,0.007,0.008,0.005,0.006,0.003,0.0,0.001,0.001,0.002
male,1,040000,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.002,0.004,0.005,0.005,0.004,0.006,0.006,0.006,0.007,0.006,0.009,0.01,0.004,0.005,0.008,0.005,0.009,0.008,0.006,0.009,0.014,0.011,0.004,0.003,0.011,0.007,0.01,0.009,0.011,0.01,0.008,0.003,0.003,0.003,0.002,0.001
male,1,020000,0.009,0.002,0.002,0.002,0.002,0.002,0.002,0.004,0.008,0.016,0.02,0.017,0.057,0.046,0.062,0.053,0.059,0.072,0.091,0.089,0.094,0.087,0.095,0.107,0.093,0.091,0.097,0.09,0.091,0.093,0.088,0.081,0.091,0.105,0.121,0.138,0.143,0.145,0.112,0.101,0.082,0.045,0.041,0.043,0.026,0.038,0.013,0.01
male,1,130000,0.004,0.001,0.001,0.002,0.001,0.001,0.0,0.0,0.004,0.004,0.007,0.01,0.013,0.017,0.016,0.013,0.009,0.01,0.016,0.019,0.02,0.027,0.032,0.024,0.033,0.045,0.044,0.032,0.036,0.038,0.037,0.027,0.032,0.037,0.033,0.033,0.032,0.035,0.035,0.019,0.024,0.023,0.017,0.006,0.007,0.007,0.007,0.004
male,1,140000,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.001,0.0,0.002,0.001,0.004,0.006,0.006,0.008,0.013,0.013,0.012,0.013,0.006,0.006,0.005,0.003,0.003,0.003,0.001,0.002,0.002,0.003,0.003,0.003,0.004,0.005,0.009,0.01,0.01,0.01,0.005,0.001,0.002,0.0,0.001,0.003
male,1,160000,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.012,0.002,0.003,0.002,0.009,0.003,0.003,0.0,0.002,0.001,0.003,0.015,0.005,0.004,0.001,0.004,0.012,0.007,0.007,0.004,0.011,0.007,0.009,0.008,0.003,0.006,0.01,0.005,0.005,0.006
male,1,120000,0.075,0.06,0.047,0.04,0.027,0.019,0.02,0.016,0.008,0.006,0.007,0.015,0.019,0.047,0.047,0.054,0.075,0.078,0.108,0.102,0.139,0.144,0.151,0.161,0.178,0.194,0.196,0.208,0.203,0.228,0.22,0.238,0.23,0.262,0.312,0.318,0.304,0.373,0.408,0.466,0.498,0.523,0.512,0.501,0.4,0.302,0.195,0.14
male,1,080000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.003,0.003,0.005,0.002,0.002,0.006,0.005,0.007,0.003,0.002,0.002,0.004,0.007,0.003,0.004,0.004,0.002,0.002,0.003,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0
male,1,010101,0.835,0.864,0.895,0.905,0.915,0.934,0.928,0.928,0.895,0.877,0.824,0.775,0.661,0.589,0.456,0.395,0.285,0.245,0.14,0.125,0.075,0.076,0.054,0.055,0.05,0.053,0.059,0.063,0.06,0.057,0.055,0.053,0.033,0.028,0.033,0.035,0.029,0.028,0.031,0.036,0.066,0.093,0.165,0.254,0.424,0.552,0.677,0.749
male,1,070000,0.0,0.0,0.0,0.002,0.001,0.001,0.001,0.001,0.0,0.001,0.005,0.001,0.007,0.006,0.004,0.006,0.008,0.006,0.017,0.027,0.032,0.024,0.028,0.041,0.052,0.035,0.026,0.024,0.022,0.031,0.023,0.035,0.026,0.034,0.037,0.026,0.039,0.016,0.018,0.015,0.01,0.009,0.011,0.005,0.007,0.002,0.001,0.001
male,1,050000,0.058,0.053,0.048,0.045,0.045,0.038,0.039,0.043,0.046,0.064,0.079,0.108,0.146,0.192,0.246,0.316,0.401,0.447,0.461,0.477,0.48,0.493,0.469,0.443,0.321,0.406,0.439,0.473,0.466,0.444,0.44,0.424,0.387,0.301,0.244,0.198,0.156,0.147,0.108,0.106,0.108,0.113,0.116,0.099,0.073,0.064,0.077,0.071
male,1,030000,0.005,0.001,0.002,0.001,0.002,0.002,0.001,0.001,0.002,0.005,0.005,0.005,0.023,0.035,0.043,0.042,0.031,0.027,0.036,0.022,0.024,0.03,0.029,0.019,0.026,0.025,0.028,0.019,0.034,0.041,0.042,0.045,0.057,0.066,0.059,0.051,0.055,0.046,0.069,0.083,0.086,0.069,0.056,0.04,0.021,0.006,0.001,0.001
male,1,500106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.008,0.006,0.004,0.002,0.006,0.003,0.0,0.001,0.001,0.001,0.0,0.002,0.002,0.0,0.0,0.001,0.001,0.003,0.003,0.007,0.006,0.005,0.005,0.002,0.001,0.001,0.001,0.002,0.004,0.004,0.003,0.0,0.001,0.0,0.0
male,1,010000,0.011,0.012,0.013,0.004,0.008,0.016,0.011,0.012,0.033,0.032,0.043,0.049,0.099,0.085,0.104,0.089,0.075,0.04,0.052,0.05,0.043,0.032,0.02,0.023,0.027,0.017,0.012,0.018,0.019,0.025,0.015,0.024,0.028,0.018,0.049,0.033,0.026,0.033,0.031,0.047,0.04,0.045,0.07,0.053,0.073,0.044,0.042,0.028
male,1,110000,0.012,0.006,0.004,0.001,0.005,0.003,0.003,0.004,0.005,0.003,0.018,0.017,0.038,0.03,0.051,0.036,0.088,0.058,0.078,0.04,0.055,0.044,0.055,0.101,0.24,0.127,0.082,0.065,0.045,0.033,0.037,0.03,0.039,0.057,0.081,0.103,0.16,0.152,0.157,0.141,0.103,0.055,0.039,0.034,0.027,0.011,0.006,0.01
male,1,other,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.005,0.003,0.005,0.004,0.004,0.01,0.011,0.009,0.014,0.016,0.013,0.011,0.014,0.015,0.018,0.014,0.005,0.005,0.007,0.009,0.014,0.012,0.012,0.016,0.021,0.018,0.015,0.017,0.014,0.007,0.008,0.011,0.01,0.004,0.005,0.005,0.002,0.0,0.001
male,1,180000,0.022,0.011,0.01,0.01,0.016,0.012,0.006,0.004,0.023,0.038,0.06,0.062,0.093,0.105,0.135,0.163,0.12,0.087,0.092,0.092,0.1,0.066,0.09,0.109,0.138,0.125,0.118,0.089,0.082,0.129,0.13,0.147,0.182,0.217,0.226,0.169,0.197,0.137,0.137,0.119,0.092,0.063,0.073,0.063,0.058,0.037,0.039,0.025
male,2,060000,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.003,0.003,0.005,0.006,0.005,0.005,0.006,0.006,0.002,0.002,0.004,0.006,0.006,0.006,0.007,0.009,0.007,0.007,0.006,0.005,0.006,0.007,0.01,0.005,0.006,0.009,0.007,0.004,0.007,0.007,0.006,0.003,0.001
male,2,150000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.006,0.005,0.004,0.007,0.006,0.008,0.006,0.004,0.004,0.007,0.008,0.012,0.013,0.008,0.006,0.007,0.012,0.014,0.019,0.015,0.016,0.017,0.021,0.016,0.019,0.014,0.008,0.006,0.003,0.002,0.001,0.0
male,2,040000,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.005,0.0,0.007,0.007,0.007,0.007,0.008,0.007,0.007,0.007,0.008,0.007,0.01,0.009,0.008,0.009,0.007,0.01,0.008,0.01,0.014,0.007,0.012,0.014,0.017,0.014,0.013,0.009,0.006,0.01,0.004,0.007,0.006,0.004,0.002,0.001,0.002,0.001
male,2,020000,0.003,0.002,0.003,0.003,0.011,0.005,0.004,0.008,0.034,0.025,0.018,0.046,0.052,0.077,0.067,0.072,0.082,0.085,0.091,0.094,0.091,0.103,0.101,0.112,0.122,0.101,0.109,0.108,0.111,0.091,0.109,0.106,0.126,0.126,0.139,0.163,0.141,0.137,0.127,0.111,0.096,0.08,0.073,0.049,0.023,0.017,0.01,0.005
male,2,130000,0.002,0.002,0.006,0.005,0.003,0.003,0.003,0.003,0.007,0.009,0.02,0.019,0.02,0.018,0.016,0.018,0.023,0.024,0.025,0.029,0.031,0.018,0.017,0.021,0.016,0.018,0.02,0.018,0.018,0.024,0.027,0.024,0.027,0.034,0.033,0.022,0.023,0.02,0.028,0.03,0.024,0.023,0.015,0.008,0.007,0.004,0.004,0.003
male,2,140000,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.001,0.003,0.001,0.001,0.0,0.003,0.009,0.012,0.009,0.013,0.014,0.01,0.009,0.006,0.002,0.001,0.003,0.0,0.001,0.001,0.002,0.001,0.003,0.003,0.006,0.01,0.01,0.005,0.005,0.005,0.006,0.005,0.009,0.0,0.009,0.006,0.003
male,2,160000,0.005,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.0,0.003,0.001,0.002,0.012,0.004,0.003,0.002,0.004,0.0,0.001,0.001,0.002,0.009,0.002,0.003,0.001,0.003,0.005,0.004,0.018,0.015,0.01,0.01,0.012,0.013,0.007,0.002
male,2,120000,0.091,0.08,0.058,0.032,0.032,0.024,0.014,0.018,0.013,0.016,0.014,0.022,0.055,0.056,0.058,0.078,0.079,0.072,0.092,0.109,0.115,0.126,0.131,0.124,0.147,0.17,0.179,0.18,0.194,0.168,0.172,0.205,0.225,0.226,0.236,0.272,0.322,0.313,0.377,0.431,0.476,0.492,0.49,0.46,0.369,0.283,0.193,0.145
male,2,080000,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.001,0.0,0.0,0.0,0.008,0.002,0.003,0.0,0.001,0.003,0.008,0.0,0.003,0.002,0.002,0.002,0.005,0.004,0.002,0.003,0.0,0.0,0.001,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
male,2,010101,0.837,0.859,0.892,0.916,0.927,0.935,0.939,0.933,0.89,0.867,0.811,0.745,0.596,0.494,0.375,0.308,0.209,0.18,0.109,0.098,0.06,0.051,0.037,0.035,0.033,0.034,0.031,0.035,0.036,0.04,0.03,0.023,0.02,0.015,0.017,0.019,0.015,0.019,0.022,0.028,0.055,0.103,0.19,0.281,0.434,0.561,0.693,0.77
male,2,070000,0.003,0.001,0.0,0.001,0.001,0.001,0.005,0.0,0.0,0.0,0.003,0.0,0.004,0.002,0.005,0.009,0.014,0.026,0.018,0.025,0.027,0.032,0.032,0.032,0.047,0.03,0.03,0.027,0.033,0.039,0.041,0.03,0.04,0.045,0.039,0.027,0.027,0.025,0.024,0.022,0.012,0.007,0.005,0.013,0.006,0.003,0.001,0.0
male,2,050000,0.03,0.033,0.031,0.025,0.019,0.021,0.016,0.021,0.027,0.046,0.066,0.092,0.135,0.185,0.265,0.354,0.42,0.469,0.511,0.524,0.534,0.543,0.518,0.493,0.41,0.444,0.468,0.493,0.511,0.512,0.482,0.459,0.409,0.358,0.289,0.229,0.175,0.17,0.138,0.106,0.11,0.108,0.097,0.097,0.08,0.068,0.052,0.047
male,2,030000,0.007,0.004,0.004,0.004,0.002,0.001,0.002,0.004,0.011,0.005,0.009,0.014,0.04,0.056,0.074,0.082,0.045,0.043,0.042,0.035,0.032,0.035,0.033,0.039,0.029,0.03,0.026,0.026,0.035,0.049,0.049,0.058,0.054,0.057,0.077,0.074,0.081,0.087,0.105,0.131,0.128,0.094,0.058,0.041,0.028,0.014,0.007,0.007
male,2,500106,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.0,0.001,0.002,0.0,0.0,0.001,0.001,0.002,0.003,0.0,0.003,0.002,0.003,0.001,0.005,0.004,0.003,0.002,0.004,0.004,0.004,0.004,0.001,0.001,0.001,0.002,0.001,0.002,0.003,0.004,0.003,0.003,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.004
male,2,010000,0.02,0.018,0.008,0.008,0.007,0.006,0.007,0.011,0.05,0.031,0.044,0.073,0.109,0.106,0.099,0.06,0.076,0.031,0.047,0.03,0.041,0.029,0.022,0.015,0.019,0.019,0.022,0.02,0.014,0.016,0.026,0.023,0.016,0.018,0.032,0.041,0.041,0.029,0.033,0.045,0.046,0.066,0.078,0.045,0.054,0.044,0.033,0.033
male,2,110000,0.004,0.004,0.004,0.004,0.008,0.004,0.007,0.002,0.006,0.007,0.025,0.024,0.043,0.06,0.06,0.058,0.069,0.049,0.071,0.051,0.034,0.036,0.073,0.101,0.215,0.14,0.093,0.074,0.048,0.032,0.03,0.037,0.034,0.049,0.093,0.103,0.168,0.163,0.139,0.123,0.07,0.05,0.029,0.031,0.02,0.01,0.007,0.004
male,2,other,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.004,0.001,0.001,0.002,0.001,0.006,0.007,0.009,0.01,0.01,0.003,0.008,0.01,0.012,0.013,0.014,0.013,0.018,0.017,0.015,0.008,0.006,0.008,0.009,0.019,0.007,0.008,0.008,0.007,0.008,0.007,0.011,0.015,0.011,0.009,0.005,0.004,0.003,0.0,0.001,0.001
