sex,agegrp,activity,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31,b32,b33,b34,b35,b36,b37,b38,b39,b40,b41,b42,b43,b44,b45,b46,b47
female,2,180000,0.007,0.005,0.003,0.002,0.002,0.001,0.001,0.006,0.005,0.019,0.039,0.037,0.065,0.139,0.208,0.26,0.165,0.151,0.12,0.106,0.118,0.106,0.141,0.148,0.156,0.17,0.151,0.148,0.176,0.174,0.205,0.23,0.221,0.197,0.257,0.256,0.227,0.174,0.127,0.112,0.103,0.071,0.055,0.051,0.046,0.023,0.02,0.017
female,3,060000,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.003,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.004,0.006,0.004,0.005,0.006,0.005,0.005,0.005,0.003,0.004,0.002,0.003,0.005,0.006,0.005,0.005,0.005,0.005,0.006,0.004,0.005,0.004,0.004,0.003,0.003,0.004,0.002,0.002
female,3,150000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.002,0.004,0.006,0.01,0.012,0.011,0.013,0.019,0.017,0.015,0.013,0.014,0.013,0.014,0.017,0.013,0.014,0.008,0.004,0.01,0.019,0.013,0.014,0.007,0.013,0.013,0.014,0.011,0.005,0.005,0.003,0.001,0.001,0.001
female,3,040000,0.0,0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.001,0.001,0.001,0.0,0.004,0.002,0.001,0.002,0.006,0.014,0.01,0.013,0.012,0.012,0.015,0.015,0.015,0.022,0.022,0.018,0.022,0.021,0.024,0.025,0.021,0.018,0.017,0.015,0.016,0.017,0.013,0.01,0.01,0.008,0.01,0.007,0.004,0.002,0.002,0.004
female,3,020000,0.009,0.007,0.005,0.006,0.003,0.005,0.009,0.007,0.018,0.027,0.054,0.08,0.125,0.18,0.18,0.126,0.193,0.161,0.173,0.163,0.196,0.189,0.19,0.18,0.17,0.176,0.155,0.164,0.146,0.154,0.19,0.217,0.248,0.259,0.272,0.246,0.242,0.214,0.195,0.186,0.133,0.135,0.104,0.089,0.054,0.048,0.023,0.016
female,3,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.002,0.008,0.006,0.006,0.02,0.021,0.013,0.013,0.011,0.011,0.014,0.009,0.01,0.01,0.008,0.008,0.007,0.009,0.012,0.01,0.016,0.015,0.023,0.025,0.03,0.035,0.032,0.026,0.034,0.023,0.017,0.015,0.009,0.007,0.005,0.001,0.001,0.0
female,3,140000,0.0,0.0,0.001,0.001,0.0,0.0,0.001,0.001,0.002,0.003,0.006,0.005,0.006,0.005,0.005,0.003,0.007,0.01,0.015,0.026,0.03,0.028,0.026,0.019,0.013,0.011,0.006,0.004,0.007,0.002,0.007,0.003,0.007,0.006,0.005,0.007,0.012,0.014,0.011,0.01,0.012,0.003,0.002,0.006,0.006,0.002,0.004,0.003
female,3,160000,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.004,0.001,0.002,0.005,0.004,0.006,0.005,0.007,0.01,0.008,0.006,0.003,0.007,0.006,0.005,0.007,0.014,0.016,0.011,0.004,0.012,0.017,0.009,0.011,0.013,0.013,0.013,0.014,0.016,0.013,0.014,0.012,0.012,0.011,0.006,0.003
female,3,120000,0.066,0.056,0.033,0.023,0.013,0.015,0.01,0.01,0.015,0.014,0.032,0.036,0.066,0.063,0.08,0.075,0.085,0.099,0.11,0.128,0.122,0.13,0.128,0.155,0.164,0.163,0.186,0.2,0.201,0.208,0.221,0.261,0.278,0.282,0.259,0.314,0.331,0.376,0.397,0.459,0.494,0.535,0.501,0.462,0.357,0.282,0.142,0.099
female,3,080000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.008,0.017,0.016,0.015,0.018,0.019,0.017,0.014,0.012,0.012,0.011,0.009,0.006,0.006,0.013,0.014,0.011,0.014,0.01,0.008,0.003,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,3,010101,0.897,0.921,0.944,0.953,0.963,0.964,0.952,0.947,0.917,0.908,0.819,0.743,0.582,0.487,0.354,0.303,0.184,0.149,0.104,0.091,0.059,0.054,0.047,0.043,0.035,0.045,0.038,0.042,0.044,0.051,0.048,0.053,0.047,0.042,0.039,0.039,0.041,0.043,0.049,0.058,0.08,0.119,0.214,0.329,0.469,0.607,0.776,0.84
female,3,070000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004,0.01,0.018,0.017,0.021,0.053,0.042,0.039,0.033,0.038,0.044,0.048,0.057,0.064,0.06,0.085,0.071,0.059,0.046,0.041,0.046,0.053,0.044,0.041,0.048,0.028,0.037,0.023,0.018,0.009,0.003,0.001,0.002,0.001,0.0
female,3,050000,0.014,0.013,0.012,0.013,0.011,0.006,0.012,0.02,0.02,0.03,0.034,0.06,0.091,0.127,0.198,0.261,0.326,0.355,0.378,0.394,0.398,0.394,0.393,0.375,0.313,0.334,0.344,0.362,0.366,0.362,0.315,0.275,0.233,0.19,0.147,0.103,0.086,0.079,0.063,0.058,0.059,0.046,0.037,0.035,0.036,0.046,0.02,0.016
female,3,030000,0.0,0.002,0.0,0.002,0.001,0.0,0.002,0.0,0.004,0.004,0.006,0.009,0.04,0.047,0.061,0.054,0.036,0.031,0.024,0.024,0.022,0.023,0.02,0.016,0.026,0.023,0.024,0.02,0.022,0.04,0.049,0.038,0.035,0.034,0.044,0.03,0.035,0.034,0.053,0.051,0.048,0.053,0.041,0.024,0.015,0.008,0.007,0.001
female,3,500106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.005,0.002,0.002,0.009,0.007,0.009,0.006,0.006,0.009,0.007,0.004,0.006,0.005,0.004,0.002,0.001,0.003,0.003,0.003,0.003,0.006,0.005,0.006,0.003,0.003,0.003,0.002,0.002,0.002,0.009,0.003,0.002,0.001,0.002,0.0,0.0,0.0
female,3,010000,0.022,0.013,0.007,0.006,0.015,0.019,0.022,0.023,0.031,0.04,0.084,0.096,0.188,0.17,0.124,0.109,0.118,0.095,0.08,0.055,0.052,0.043,0.042,0.034,0.035,0.038,0.03,0.026,0.031,0.028,0.025,0.039,0.025,0.026,0.026,0.05,0.035,0.041,0.053,0.054,0.066,0.094,0.108,0.085,0.096,0.067,0.058,0.034
female,3,110000,0.005,0.0,0.001,0.0,0.003,0.002,0.0,0.004,0.009,0.01,0.018,0.023,0.046,0.081,0.08,0.056,0.077,0.061,0.056,0.041,0.045,0.034,0.065,0.086,0.185,0.136,0.118,0.079,0.059,0.037,0.042,0.03,0.039,0.049,0.109,0.122,0.16,0.148,0.142,0.101,0.088,0.07,0.046,0.02,0.014,0.009,0.008,0.002
female,3,other,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.001,0.0,0.004,0.003,0.012,0.01,0.01,0.014,0.013,0.014,0.027,0.015,0.023,0.019,0.019,0.013,0.01,0.011,0.011,0.011,0.013,0.02,0.018,0.012,0.009,0.011,0.009,0.015,0.013,0.015,0.017,0.01,0.018,0.013,0.007,0.004,0.003,0.001,0.001
female,3,180000,0.005,0.004,0.001,0.001,0.0,0.002,0.006,0.007,0.006,0.015,0.019,0.039,0.073,0.12,0.152,0.175,0.172,0.134,0.144,0.104,0.102,0.102,0.091,0.106,0.145,0.166,0.149,0.117,0.172,0.171,0.224,0.19,0.179,0.171,0.219,0.164,0.166,0.15,0.121,0.106,0.105,0.067,0.051,0.035,0.037,0.033,0.027,0.01
female,4,060000,0.003,0.002,0.002,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.004,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.003,0.006,0.006,0.005,0.004,0.006,0.005,0.005,0.005,0.005,0.005,0.005,0.003,0.001,0.003,0.001,0.001,0.001,0.001,0.003
female,4,150000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.006,0.009,0.004,0.009,0.018,0.016,0.015,0.017,0.013,0.015,0.012,0.019,0.011,0.012,0.011,0.01,0.012,0.012,0.011,0.012,0.01,0.015,0.017,0.018,0.02,0.013,0.013,0.01,0.003,0.003,0.006,0.006,0.002,0.002
female,4,040000,0.001,0.001,0.002,0.002,0.001,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.001,0.005,0.014,0.021,0.032,0.029,0.022,0.025,0.037,0.032,0.022,0.031,0.023,0.029,0.019,0.022,0.029,0.041,0.031,0.03,0.039,0.038,0.033,0.019,0.016,0.022,0.019,0.015,0.017,0.014,0.009,0.007,0.003,0.0,0.003
female,4,020000,0.01,0.003,0.003,0.002,0.007,0.004,0.011,0.002,0.008,0.021,0.069,0.049,0.13,0.132,0.216,0.202,0.233,0.207,0.206,0.186,0.224,0.209,0.223,0.213,0.196,0.171,0.194,0.196,0.193,0.187,0.21,0.187,0.231,0.249,0.274,0.264,0.257,0.232,0.213,0.167,0.113,0.078,0.072,0.063,0.053,0.039,0.027,0.02
female,4,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.009,0.012,0.015,0.017,0.021,0.014,0.017,0.023,0.018,0.015,0.012,0.009,0.008,0.007,0.01,0.011,0.013,0.016,0.01,0.012,0.012,0.015,0.013,0.015,0.019,0.022,0.021,0.016,0.013,0.008,0.004,0.006,0.002,0.001,0.002,0.001,0.0
female,4,140000,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.003,0.005,0.007,0.008,0.015,0.017,0.013,0.013,0.011,0.018,0.023,0.024,0.025,0.028,0.025,0.022,0.019,0.016,0.01,0.007,0.004,0.003,0.006,0.005,0.012,0.006,0.006,0.004,0.007,0.008,0.005,0.01,0.004,0.004,0.006,0.005,0.003,0.004,0.001
female,4,160000,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.002,0.0,0.0,0.003,0.001,0.005,0.006,0.006,0.009,0.009,0.008,0.02,0.011,0.006,0.007,0.006,0.011,0.008,0.005,0.008,0.013,0.017,0.018,0.012,0.028,0.021,0.024,0.02,0.018,0.015,0.01,0.018,0.02,0.009,0.004,0.005,0.0
female,4,120000,0.089,0.064,0.039,0.025,0.022,0.019,0.012,0.016,0.017,0.026,0.036,0.045,0.085,0.085,0.097,0.108,0.127,0.129,0.153,0.161,0.163,0.16,0.157,0.173,0.21,0.208,0.208,0.222,0.239,0.243,0.279,0.302,0.285,0.307,0.319,0.358,0.372,0.431,0.478,0.564,0.598,0.632,0.596,0.526,0.398,0.302,0.208,0.149
female,4,080000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.003,0.005,0.013,0.018,0.014,0.012,0.018,0.015,0.017,0.016,0.021,0.011,0.013,0.021,0.014,0.013,0.011,0.018,0.009,0.021,0.013,0.008,0.004,0.002,0.001,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,4,010101,0.867,0.9,0.93,0.942,0.947,0.952,0.956,0.95,0.916,0.899,0.836,0.752,0.606,0.506,0.367,0.292,0.185,0.145,0.094,0.081,0.056,0.049,0.042,0.039,0.031,0.036,0.04,0.038,0.043,0.044,0.046,0.044,0.035,0.029,0.018,0.024,0.027,0.024,0.035,0.05,0.084,0.117,0.203,0.3,0.477,0.588,0.724,0.801
female,4,070000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.006,0.004,0.005,0.01,0.019,0.028,0.037,0.041,0.043,0.061,0.05,0.065,0.076,0.071,0.062,0.064,0.057,0.051,0.037,0.041,0.047,0.045,0.041,0.032,0.028,0.025,0.021,0.022,0.015,0.013,0.01,0.001,0.001,0.002,0.003,0.0
female,4,050000,0.017,0.017,0.014,0.015,0.014,0.014,0.014,0.017,0.019,0.022,0.027,0.043,0.074,0.116,0.141,0.188,0.231,0.27,0.3,0.308,0.312,0.313,0.299,0.29,0.262,0.293,0.307,0.29,0.29,0.302,0.286,0.269,0.22,0.183,0.15,0.108,0.081,0.067,0.059,0.051,0.05,0.057,0.038,0.034,0.029,0.029,0.024,0.019
female,4,030000,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.002,0.003,0.002,0.003,0.012,0.009,0.01,0.017,0.018,0.022,0.019,0.016,0.02,0.02,0.02,0.019,0.01,0.019,0.01,0.015,0.017,0.022,0.02,0.014,0.018,0.014,0.008,0.013,0.015,0.011,0.014,0.01,0.015,0.007,0.008,0.01,0.005,0.002,0.0,0.002
female,4,500106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.002,0.007,0.003,0.005,0.007,0.008,0.007,0.003,0.005,0.006,0.002,0.003,0.003,0.001,0.002,0.006,0.005,0.009,0.012,0.006,0.01,0.01,0.008,0.003,0.002,0.002,0.002,0.0,0.0,0.001,0.001,0.002,0.001,0.0
female,4,010000,0.025,0.025,0.023,0.022,0.016,0.013,0.019,0.021,0.045,0.052,0.064,0.088,0.131,0.134,0.147,0.135,0.124,0.09,0.082,0.074,0.065,0.05,0.044,0.044,0.029,0.035,0.024,0.029,0.028,0.023,0.029,0.032,0.032,0.042,0.061,0.048,0.051,0.055,0.051,0.058,0.056,0.067,0.083,0.067,0.098,0.062,0.054,0.038
female,4,110000,0.001,0.001,0.002,0.0,0.001,0.001,0.003,0.001,0.012,0.008,0.022,0.037,0.052,0.084,0.098,0.08,0.096,0.083,0.068,0.067,0.037,0.039,0.096,0.103,0.136,0.121,0.103,0.085,0.057,0.057,0.048,0.038,0.06,0.065,0.127,0.13,0.187,0.175,0.132,0.095,0.075,0.044,0.037,0.031,0.009,0.007,0.005,0.0
female,4,other,0.003,0.001,0.001,0.001,0.001,0.0,0.001,0.001,0.0,0.0,0.003,0.002,0.002,0.009,0.011,0.005,0.007,0.012,0.012,0.012,0.019,0.014,0.012,0.014,0.014,0.012,0.017,0.018,0.013,0.017,0.025,0.023,0.014,0.017,0.012,0.013,0.014,0.01,0.007,0.011,0.011,0.013,0.006,0.006,0.003,0.005,0.003,0.001
female,4,180000,0.003,0.002,0.003,0.001,0.0,0.001,0.001,0.005,0.008,0.013,0.032,0.044,0.073,0.09,0.076,0.106,0.113,0.134,0.113,0.105,0.133,0.126,0.108,0.141,0.181,0.153,0.143,0.148,0.117,0.138,0.143,0.137,0.181,0.172,0.195,0.168,0.138,0.113,0.087,0.081,0.08,0.054,0.053,0.041,0.024,0.022,0.016,0.009
female,5,060000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.003,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
female,5,150000,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.002,0.001,0.001,0.001,0.002,0.005,0.013,0.021,0.024,0.03,0.032,0.022,0.025,0.023,0.021,0.022,0.015,0.016,0.02,0.016,0.018,0.019,0.02,0.018,0.014,0.015,0.013,0.015,0.015,0.011,0.01,0.009,0.003,0.004,0.002,0.001,0.001,0.001
female,5,040000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.004,0.006,0.004,0.011,0.009,0.008,0.01,0.015,0.016,0.015,0.022,0.022,0.016,0.018,0.02,0.024,0.025,0.023,0.034,0.035,0.026,0.024,0.022,0.016,0.014,0.015,0.011,0.006,0.01,0.006,0.002,0.004,0.001,0.001,0.0
female,5,020000,0.007,0.009,0.003,0.002,0.002,0.003,0.005,0.004,0.018,0.007,0.04,0.055,0.105,0.109,0.208,0.213,0.244,0.263,0.304,0.3,0.29,0.283,0.264,0.286,0.247,0.237,0.223,0.21,0.224,0.213,0.209,0.232,0.238,0.256,0.281,0.269,0.212,0.163,0.143,0.115,0.095,0.075,0.055,0.046,0.034,0.023,0.024,0.011
female,5,130000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.005,0.009,0.018,0.017,0.019,0.015,0.013,0.011,0.015,0.014,0.017,0.017,0.009,0.008,0.016,0.014,0.018,0.008,0.007,0.005,0.006,0.004,0.008,0.012,0.015,0.017,0.01,0.007,0.006,0.002,0.001,0.001,0.0,0.001,0.002,0.002
female,5,140000,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.004,0.006,0.005,0.01,0.011,0.023,0.024,0.035,0.034,0.027,0.025,0.033,0.035,0.034,0.031,0.015,0.01,0.011,0.008,0.007,0.006,0.005,0.008,0.011,0.015,0.014,0.013,0.014,0.011,0.01,0.016,0.012,0.017,0.012,0.009,0.013,0.008,0.004,0.004
female,5,160000,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.001,0.004,0.005,0.004,0.01,0.012,0.01,0.016,0.016,0.014,0.021,0.016,0.013,0.011,0.01,0.01,0.012,0.017,0.027,0.019,0.021,0.016,0.024,0.014,0.019,0.021,0.02,0.014,0.025,0.013,0.006,0.007,0.006,0.003,0.002,0.003
female,5,120000,0.077,0.057,0.034,0.021,0.018,0.015,0.015,0.019,0.026,0.029,0.036,0.052,0.079,0.099,0.126,0.158,0.195,0.218,0.254,0.269,0.264,0.302,0.3,0.31,0.297,0.359,0.38,0.398,0.412,0.448,0.474,0.462,0.453,0.465,0.434,0.459,0.515,0.599,0.673,0.713,0.735,0.726,0.686,0.614,0.455,0.352,0.202,0.132
female,5,080000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.003,0.006,0.016,0.032,0.034,0.038,0.043,0.044,0.041,0.034,0.03,0.029,0.034,0.025,0.025,0.012,0.013,0.013,0.017,0.005,0.005,0.003,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.0,0.0,0.001,0.0
female,5,010101,0.891,0.918,0.944,0.962,0.967,0.971,0.964,0.962,0.942,0.934,0.89,0.846,0.746,0.668,0.487,0.392,0.224,0.171,0.099,0.075,0.038,0.035,0.029,0.034,0.04,0.053,0.065,0.06,0.063,0.065,0.059,0.048,0.043,0.039,0.023,0.021,0.02,0.02,0.026,0.034,0.06,0.092,0.189,0.274,0.457,0.583,0.736,0.817
female,5,070000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.002,0.007,0.01,0.018,0.027,0.041,0.057,0.072,0.063,0.06,0.071,0.065,0.064,0.075,0.076,0.073,0.063,0.045,0.04,0.045,0.036,0.029,0.019,0.016,0.016,0.008,0.006,0.004,0.002,0.001,0.002,0.001,0.0,0.0
female,5,050000,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.004,0.004,0.007,0.008,0.009,0.019,0.024,0.038,0.046,0.061,0.06,0.062,0.064,0.066,0.065,0.064,0.06,0.057,0.058,0.057,0.06,0.055,0.051,0.046,0.041,0.033,0.027,0.02,0.016,0.015,0.015,0.011,0.01,0.006,0.008,0.008,0.009,0.005,0.005,0.004
female,5,030000,0.0,0.001,0.001,0.0,0.0,0.0,0.004,0.006,0.001,0.001,0.001,0.002,0.005,0.003,0.009,0.012,0.012,0.008,0.006,0.012,0.012,0.01,0.011,0.012,0.01,0.012,0.007,0.007,0.009,0.006,0.009,0.011,0.011,0.014,0.009,0.011,0.008,0.011,0.014,0.013,0.004,0.009,0.002,0.007,0.001,0.0,0.002,0.001
female,5,500106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.006,0.008,0.009,0.014,0.019,0.021,0.029,0.022,0.016,0.018,0.017,0.012,0.011,0.008,0.008,0.004,0.005,0.008,0.014,0.015,0.015,0.013,0.016,0.008,0.008,0.004,0.004,0.002,0.002,0.0,0.001,0.001,0.001,0.0,0.0
female,5,010000,0.022,0.016,0.013,0.015,0.011,0.013,0.015,0.019,0.028,0.026,0.045,0.063,0.085,0.08,0.154,0.16,0.168,0.135,0.133,0.1,0.086,0.063,0.049,0.043,0.037,0.028,0.037,0.032,0.029,0.027,0.038,0.041,0.048,0.046,0.044,0.046,0.047,0.038,0.047,0.039,0.053,0.052,0.082,0.072,0.1,0.063,0.069,0.046
female,5,110000,0.006,0.002,0.0,0.0,0.001,0.0,0.001,0.002,0.004,0.003,0.017,0.014,0.048,0.063,0.11,0.103,0.152,0.132,0.094,0.076,0.079,0.057,0.082,0.103,0.196,0.144,0.1,0.083,0.066,0.036,0.04,0.043,0.057,0.08,0.161,0.176,0.211,0.148,0.109,0.058,0.039,0.032,0.019,0.014,0.013,0.008,0.006,0.002
female,5,other,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.002,0.004,0.008,0.007,0.01,0.007,0.009,0.013,0.01,0.009,0.01,0.014,0.007,0.008,0.013,0.012,0.008,0.011,0.01,0.01,0.009,0.006,0.004,0.005,0.006,0.006,0.006,0.009,0.01,0.007,0.008,0.006,0.004,0.003,0.001,0.0
female,5,180000,0.002,0.002,0.002,0.001,0.0,0.0,0.001,0.001,0.001,0.002,0.008,0.006,0.022,0.035,0.034,0.057,0.074,0.113,0.104,0.111,0.152,0.15,0.149,0.159,0.18,0.153,0.14,0.164,0.163,0.141,0.126,0.122,0.11,0.115,0.125,0.08,0.077,0.069,0.056,0.038,0.039,0.034,0.025,0.022,0.015,0.007,0.008,0.003
